iter	Logloss
438	0.08085087855
439	0.08080897515
440	0.0807645984
441	0.08072378301
442	0.08066176021
443	0.08065147462
444	0.08058068052
445	0.0805203301
446	0.08047445524
447	0.0804385221
448	0.0804039594
449	0.08036388333
450	0.08030056121
451	0.08027276279
452	0.08022226664
453	0.08015062927
454	0.08011587275
455	0.08008373717
456	0.08002919727
457	0.07999472304
458	0.07995451831
459	0.07990945546
460	0.07984782018
461	0.07982796451
462	0.07979125744
463	0.0797334604
464	0.07967026365
465	0.07962380019
466	0.07956706152
467	0.07952417956
468	0.07944473295
469	0.0794380346
470	0.07939643343
471	0.07934066916
472	0.07930826122
473	0.07926548918
474	0.07920773956
475	0.07914137929
476	0.07909693642
477	0.07904998776
478	0.07899656394
479	0.07897410352
480	0.07891841274
481	0.07886773913
482	0.07881719218
483	0.07876122932
484	0.07871189213
485	0.07869059201
486	0.07864110306
487	0.07860209272
488	0.0785561032
489	0.07852382079
490	0.07849606447
491	0.07843225507
492	0.07837997584
493	0.07834349726
494	0.07831546874
495	0.07827883639
496	0.07824097498
497	0.07821271398
498	0.07816558909
499	0.07812090143
500	0.07806291293
501	0.07803216994
502	0.07796057563
503	0.0779241736
504	0.0778915795
505	0.0778543115
506	0.07780314003
507	0.07776644319
508	0.07772776122
509	0.07767437122
510	0.07763379686
511	0.07761133302
512	0.07756145698
513	0.07750631464
514	0.07745854316
515	0.07742393495
516	0.07737271937
517	0.07735205669
518	0.07731927142
519	0.07728389147
520	0.0772315611
521	0.07717934652
522	0.07712670611
523	0.07708626877
524	0.07706705166
525	0.07704341782
526	0.07704002651
527	0.0770002998
528	0.07697204906
529	0.07692652728
530	0.07688583877
531	0.07683978641
532	0.07678910206
533	0.07672347421
534	0.07668662055
535	0.07664057736
536	0.07660395785
537	0.0765460042
538	0.07650258772
539	0.07645765051
540	0.07640968862
541	0.07637376732
542	0.07633929859
543	0.07630590702
544	0.0762874542
545	0.07624871021
546	0.07623177754
547	0.07619569539
548	0.07614867705
549	0.07609735388
550	0.07604366162
551	0.07600066791
552	0.07595786881
553	0.07594267575
554	0.07591301575
555	0.07588721468
556	0.07584709015
557	0.07582459377
558	0.07580260025
559	0.0757674622
560	0.07572998931
561	0.07567774815
562	0.07562326795
563	0.07557890709
564	0.07552614336
565	0.07552159925
566	0.07548390247
567	0.07544488415
568	0.07540223201
569	0.07538450819
570	0.07531953155
571	0.07528507095
572	0.07523634088
573	0.07519439707
574	0.07516422813
575	0.07510398023
576	0.07508000718
577	0.07502922428
578	0.07500627959
579	0.07496751245
580	0.0749416515
581	0.07491608302
582	0.07480459326
583	0.07478641337
584	0.07473120827
585	0.07468428333
586	0.07464627782
587	0.0745982638
588	0.07457569646
589	0.07454490394
590	0.07451358778
591	0.07449491626
592	0.07445647481
593	0.07443538094
594	0.07439869386
595	0.0743805733
596	0.07436620364
597	0.07431845837
598	0.07426161046
599	0.07421618536
600	0.0741617643
601	0.07412396628
602	0.074118791
603	0.07408626783
604	0.07405889938
605	0.07400816563
606	0.07395882265
607	0.07391299873
608	0.07387703116
609	0.07385212346
610	0.07382936684
611	0.07377742352
612	0.07375479246
613	0.07373546079
614	0.07371051667
615	0.07366631102
616	0.07363558404
617	0.07356181611
618	0.07352791505
619	0.07348409414
620	0.07344214422
621	0.07340984797
622	0.07335976658
623	0.0733263217
624	0.07327200855
625	0.0732173804
626	0.07318138474
627	0.07313081342
628	0.07308202169
629	0.07304271988
630	0.07294097882
631	0.0729091584
632	0.07284285716
633	0.07281653281
634	0.07275449704
635	0.07272130252
636	0.07268596333
637	0.07264655908
638	0.07257154691
639	0.0725300987
640	0.07250561548
641	0.07246002843
642	0.07242648153
643	0.07235410098
644	0.07228980371
645	0.07224993846
646	0.07220923799
647	0.07218248576
648	0.07214669071
649	0.07208493763
650	0.0720471277
651	0.07198242824
652	0.07193938769
653	0.07188818992
654	0.07179720766
655	0.07175238405
656	0.07172554653
657	0.07164233282
658	0.07163205226
659	0.07159903314
660	0.07158358315
661	0.07155585001
662	0.07151810128
663	0.07144830873
664	0.07142284469
665	0.07140981253
666	0.07136521355
667	0.07131204458
668	0.07129376001
669	0.07128426622
670	0.07121877744
671	0.07117475719
672	0.0711443266
673	0.07107639801
674	0.07098470058
675	0.07096928062
676	0.07095231903
677	0.07091983623
678	0.07087743266
679	0.07083750489
680	0.07077808031
681	0.07073184843
682	0.07070036688
683	0.07064239363
684	0.07059680635
685	0.07055927573
686	0.07052140999
687	0.07047260643
688	0.07039284395
689	0.0703571646
690	0.0703143199
691	0.07025948436
692	0.07022110435
693	0.07019736914
694	0.07012738078
695	0.07008045508
696	0.07001967149
697	0.06996863126
698	0.06993385037
699	0.06992873014
700	0.06986202748
701	0.0698558172
702	0.06980904978
703	0.06976618159
704	0.06970464283
705	0.06966694388
706	0.06961024969
707	0.0695647094
708	0.06952964895
709	0.06946869172
710	0.06943124177
711	0.06940436507
712	0.06935334914
713	0.0693151836
714	0.06927475564
715	0.06924310112
716	0.06920966848
717	0.06913136739
718	0.06909986643
719	0.06906390336
720	0.0690307658
721	0.0689604022
722	0.06888486271
723	0.06884792675
724	0.06882180667
725	0.06879049624
726	0.06877589828
727	0.06873808905
728	0.06869055261
729	0.06866312771
730	0.06864548774
731	0.06861590664
732	0.0685387613
733	0.06848109502
734	0.06842734973
735	0.0683917663
736	0.06835218829
737	0.06834308123
738	0.06830287012
739	0.06826502354
740	0.0682351714
741	0.0682083405
742	0.06818635298
743	0.06815957871
744	0.06810150636
745	0.06807049156
746	0.06805631399
747	0.06802582019
748	0.06799701956
749	0.06796453295
750	0.06790477136
751	0.06786758592
752	0.06783498093
753	0.06780771462
754	0.06776532662
755	0.06774103321
756	0.06768699734
757	0.06768246061
758	0.06767795366
759	0.06760887743
760	0.06760551872
761	0.06754503487
762	0.06750827541
763	0.06747391329
764	0.06742334075
765	0.06739316928
766	0.06736169338
767	0.06734631813
768	0.06730760572
769	0.06725560807
770	0.06722808624
771	0.06722195361
772	0.06712679755
773	0.06709871523
774	0.06707448134
775	0.06707138344
776	0.06705287754
777	0.06702011498
778	0.06693679567
779	0.06691054681
780	0.06688050962
781	0.06685612094
782	0.06682911973
783	0.06679706291
784	0.06678694858
785	0.06673802993
786	0.06671603826
787	0.06665728552
788	0.06662835013
789	0.06660570818
790	0.06657167362
791	0.06654506967
792	0.06650033399
793	0.06647918103
794	0.06644709091
795	0.06644420063
796	0.06641653364
797	0.06637503673
798	0.06634296449
799	0.066312844
800	0.06629559891
801	0.06625687621
802	0.06624047323
803	0.06621105591
804	0.0661905072
805	0.06617596975
806	0.06617035872
807	0.06613724732
808	0.06610729692
809	0.06604097623
810	0.06598962869
811	0.06596643194
812	0.06593693002
813	0.06593140995
814	0.06589328163
815	0.06584233319
816	0.06581359645
817	0.06577694808
818	0.06575662365
819	0.06570769553
820	0.06564956414
821	0.065632199
822	0.06560418856
823	0.06558927153
824	0.06555598887
825	0.06553001631
826	0.0655067257
827	0.06548097265
828	0.06545153183
829	0.06540621856
830	0.0653585502
831	0.06533243664
832	0.0652643939
833	0.06519893415
834	0.06516079723
835	0.06512010962
836	0.06507811953
837	0.06505453843
838	0.06502296317
839	0.06499295651
840	0.06496807535
841	0.06493819335
842	0.06491235205
843	0.06487817682
844	0.06481594653
845	0.06475648155
846	0.06471880272
847	0.06469218406
848	0.06466261698
849	0.06459928736
850	0.06455797158
851	0.06452838614
852	0.06448398476
853	0.06440611088
854	0.06438888665
855	0.06437715753
856	0.06433737931
857	0.06431333917
858	0.06429122105
859	0.0642339266
860	0.06419795949
861	0.06414644783
862	0.06408864313
863	0.06401326138
864	0.06394641736
865	0.06392945773
866	0.06390176211
867	0.06386587874
868	0.06383037735
869	0.06374647024
870	0.0636920962
871	0.06362254477
872	0.06356977904
873	0.06354531303
874	0.06348688896
875	0.06345483637
876	0.06340246508
877	0.06334803099
878	0.06330164497
879	0.06327971324
880	0.06326917524
881	0.06324716283
882	0.06319270744
883	0.06317066079
884	0.06311238573
885	0.06308086703
886	0.06304071215
887	0.06301330945
888	0.06298886844
889	0.06296461854
890	0.06292872793
891	0.06289394895
892	0.06286477737
893	0.06284584075
894	0.0628153074
895	0.06278227739
896	0.06272525987
897	0.06269353051
898	0.06262100946
899	0.06258248159
900	0.06257784422
901	0.06253126407
902	0.06248850003
903	0.06244981259
904	0.06242834127
905	0.062408367
906	0.06236457424
907	0.06233751904
908	0.06227469976
909	0.06224025369
910	0.0622233153
911	0.06218542617
912	0.06214252109
913	0.06211060057
914	0.06208211902
915	0.0620541914
916	0.06203026283
917	0.06198444218
918	0.06195231189
919	0.06191889226
920	0.06188017499
921	0.06184812394
922	0.06181463209
923	0.06178910789
924	0.06175464265
925	0.06171865884
926	0.06168969397
927	0.0616805902
928	0.06163057018
929	0.06159425034
930	0.0615688991
931	0.06153258544
932	0.06150312064
933	0.06147760633
934	0.06145902642
935	0.06144037142
936	0.06138848426
937	0.06136477341
938	0.06133135078
939	0.06130819555
940	0.06129271559
941	0.06123548144
942	0.06121280798
943	0.06119088536
944	0.06115968222
945	0.061114185
946	0.06107209226
947	0.06104848362
948	0.06101991898
949	0.06098654926
950	0.06095551571
951	0.06093721247
952	0.06089247732
953	0.0608412317
954	0.06081588035
955	0.06079604916
956	0.0607787443
957	0.06076086261
958	0.06073791087
959	0.06071446251
960	0.0606467085
961	0.06063795735
962	0.06061520507
963	0.06060449666
964	0.06058454006
965	0.06056279794
966	0.06051527787
967	0.06044457005
968	0.06042347383
969	0.06038891567
970	0.06037515366
971	0.06032348813
972	0.06030566194
973	0.06029648802
974	0.06024838616
975	0.06020928792
976	0.06018990608
977	0.06015286107
978	0.06012540593
979	0.06009920672
980	0.0600697836
981	0.06004340877
982	0.05998260158
983	0.05993131889
984	0.05989296661
985	0.05987103365
986	0.05984849309
987	0.05980967003
988	0.05980115703
989	0.05977410404
990	0.0597182113
991	0.05967974835
992	0.05964484303
993	0.05957732043
994	0.05956933306
995	0.05954249838
996	0.0595048394
997	0.05947787267
998	0.05944162272
999	0.05940130729
